comparison_group,lm_id,cv,control_cv,tissue_abbreviation,metabolite,mz,covariates,main_class,logFC_se,pubchem_cid,chebi_id,tissue,logFC,kegg_id,is_meta,formula,selection_fdr,rt,p_value,adj_p_value,tscore,omics,is_standard,hmdb_id,assay,inchi_key,comparison_average_intensity,super_class,gene_symbol,reference_average_intensity,sex,is_targeted,tissue_code,dataset,refmet_name,meta_reg_het_p,site,neutral_mass,feature_id,sub_class
1w,,0.0990047,,skm-gn,,,,short-chain acids,0.18784273,,,gastrocnemius,0.23316321,c00186,True,,0.9594595,,0.21450667,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t55,metab,lactic acid,0.20403516,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.0990047,,skm-gn,,,,short-chain acids,0.18784273,,,gastrocnemius,0.02456387,c00186,True,,0.9594595,,0.8959586,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t55,metab,lactic acid,0.20403516,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.0990047,,skm-gn,,,,short-chain acids,0.18784273,,,gastrocnemius,0.26254013,c00186,True,,0.9594595,,0.16221538,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t55,metab,lactic acid,0.20403516,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.0990047,,skm-gn,,,,short-chain acids,0.18784273,,,gastrocnemius,-0.11650759,c00186,True,,0.9594595,,0.53509974,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t55,metab,lactic acid,0.20403516,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.0990047,,skm-gn,,,,short-chain acids,0.19844005,,,gastrocnemius,0.087118514,c00186,True,,0.9594595,,0.66064936,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t55,metab,lactic acid,0.20403516,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,0.0990047,,skm-gn,,,,short-chain acids,0.19844005,,,gastrocnemius,0.13538682,c00186,True,,0.9594595,,0.49507737,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t55,metab,lactic acid,0.20403516,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,0.0990047,,skm-gn,,,,short-chain acids,0.19844005,,,gastrocnemius,-0.118641175,c00186,True,,0.9594595,,0.5499273,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t55,metab,lactic acid,0.20403516,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,0.0990047,,skm-gn,,,,short-chain acids,0.19844005,,,gastrocnemius,0.1848746,c00186,True,,0.9594595,,0.3515228,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t55,metab,lactic acid,0.20403516,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.021474507,0.021218035,plasma,phenylalanine,336.3,,amino acids and peptides,0.07053555,,,plasma,-0.07616239,c00079,False,,0.57355416,27.15,0.29136685,1.0,-1.0797731,metabolomics,False,,metab-t-amines,,5.7816043,organic acids,,5.8577666,male,True,t31,metab,phenylalanine,,mayo,165.079,phenylalanine,amino acids
2w,,0.021474507,0.021218035,plasma,phenylalanine,336.3,,amino acids and peptides,0.07053555,,,plasma,-0.09992807,c00079,False,,0.57355416,27.15,0.16988854,1.0,-1.4167051,metabolomics,False,,metab-t-amines,,5.7578387,organic acids,,5.8577666,male,True,t31,metab,phenylalanine,,mayo,165.079,phenylalanine,amino acids
4w,,0.021474507,0.021218035,plasma,phenylalanine,336.3,,amino acids and peptides,0.07053555,,,plasma,0.0113041205,c00079,False,,0.57355416,27.15,0.87406564,1.0,0.16026132,metabolomics,False,,metab-t-amines,,5.8690705,organic acids,,5.8577666,male,True,t31,metab,phenylalanine,,mayo,165.079,phenylalanine,amino acids
8w,,0.021474507,0.021218035,plasma,phenylalanine,336.3,,amino acids and peptides,0.07053555,,,plasma,0.014719384,c00079,False,,0.57355416,27.15,0.83652335,1.0,0.20868036,metabolomics,False,,metab-t-amines,,5.872486,organic acids,,5.8577666,male,True,t31,metab,phenylalanine,,mayo,165.079,phenylalanine,amino acids
1w,,0.021474507,0.021218035,plasma,phenylalanine,336.3,,amino acids and peptides,0.0614988,,,plasma,-0.023130208,c00079,False,,0.57355416,27.15,0.71034485,1.0,-0.37610832,metabolomics,False,,metab-t-amines,,5.628238,organic acids,,5.651368,female,True,t31,metab,phenylalanine,,mayo,165.079,phenylalanine,amino acids
2w,,0.021474507,0.021218035,plasma,phenylalanine,336.3,,amino acids and peptides,0.0614988,,,plasma,0.020723633,c00079,False,,0.57355416,27.15,0.73924494,1.0,0.33697623,metabolomics,False,,metab-t-amines,,5.672092,organic acids,,5.651368,female,True,t31,metab,phenylalanine,,mayo,165.079,phenylalanine,amino acids
4w,,0.021474507,0.021218035,plasma,phenylalanine,336.3,,amino acids and peptides,0.0614988,,,plasma,0.017347673,c00079,False,,0.57355416,27.15,0.78044873,1.0,0.28208148,metabolomics,False,,metab-t-amines,,5.668716,organic acids,,5.651368,female,True,t31,metab,phenylalanine,,mayo,165.079,phenylalanine,amino acids
8w,,0.021474507,0.021218035,plasma,phenylalanine,336.3,,amino acids and peptides,0.0614988,,,plasma,0.0316123,c00079,False,,0.57355416,27.15,0.61222124,1.0,0.51403123,metabolomics,False,,metab-t-amines,,5.6829805,organic acids,,5.651368,female,True,t31,metab,phenylalanine,,mayo,165.079,phenylalanine,amino acids
1w,,0.021857642,0.019539269,skm-vl,phenylalanine,166.0851,,amino acids and peptides,0.14776675,,,vastus lateralis,-0.06977048,c00079,False,,0.85282224,6.71,0.6413582,1.0,-0.47216627,metabolomics,False,,metab-u-hilicpos,,8.077121,organic acids,,8.146892,male,False,t56,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.021857642,0.019539269,skm-vl,phenylalanine,166.0851,,amino acids and peptides,0.14776675,,,vastus lateralis,-0.09935781,c00079,False,,0.85282224,6.71,0.5081825,1.0,-0.67239624,metabolomics,False,,metab-u-hilicpos,,8.047534,organic acids,,8.146892,male,False,t56,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.021857642,0.019539269,skm-vl,phenylalanine,166.0851,,amino acids and peptides,0.14776675,,,vastus lateralis,-0.025832137,c00079,False,,0.85282224,6.71,0.86278796,1.0,-0.17481698,metabolomics,False,,metab-u-hilicpos,,8.121059,organic acids,,8.146892,male,False,t56,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.021857642,0.019539269,skm-vl,phenylalanine,166.0851,,amino acids and peptides,0.14776675,,,vastus lateralis,-0.0057277614,c00079,False,,0.85282224,6.71,0.9694221,1.0,-0.03876218,metabolomics,False,,metab-u-hilicpos,,8.141164,organic acids,,8.146892,male,False,t56,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.021857642,0.019539269,skm-vl,phenylalanine,166.0851,,amino acids and peptides,0.09455286,,,vastus lateralis,-0.07332914,c00079,False,,0.85282224,6.71,0.44633368,1.0,-0.77553594,metabolomics,False,,metab-u-hilicpos,,8.091523,organic acids,,8.164852,female,False,t56,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.021857642,0.019539269,skm-vl,phenylalanine,166.0851,,amino acids and peptides,0.09455286,,,vastus lateralis,-0.019286986,c00079,False,,0.85282224,6.71,0.8402557,1.0,-0.20398101,metabolomics,False,,metab-u-hilicpos,,8.145565,organic acids,,8.164852,female,False,t56,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.021857642,0.019539269,skm-vl,phenylalanine,166.0851,,amino acids and peptides,0.09455286,,,vastus lateralis,-0.14211087,c00079,False,,0.85282224,6.71,0.14715688,1.0,-1.502978,metabolomics,False,,metab-u-hilicpos,,8.022741,organic acids,,8.164852,female,False,t56,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.021857642,0.019539269,skm-vl,phenylalanine,166.0851,,amino acids and peptides,0.09455286,,,vastus lateralis,-0.1390198,c00079,False,,0.85282224,6.71,0.15573409,1.0,-1.4702866,metabolomics,False,,metab-u-hilicpos,,8.025832,organic acids,,8.164852,female,False,t56,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.090174764,,skm-gn,,,,amino acids and peptides,0.10945332,,,gastrocnemius,-0.09476973,c00079,True,,0.552256,,0.38657457,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t55,metab,phenylalanine,0.16569768,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
2w,,0.090174764,,skm-gn,,,,amino acids and peptides,0.10945332,,,gastrocnemius,-0.18905905,c00079,True,,0.552256,,0.084113255,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t55,metab,phenylalanine,0.16569768,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
4w,,0.090174764,,skm-gn,,,,amino acids and peptides,0.10945332,,,gastrocnemius,-0.08824567,c00079,True,,0.552256,,0.42010435,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t55,metab,phenylalanine,0.16569768,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
8w,,0.090174764,,skm-gn,,,,amino acids and peptides,0.10945332,,,gastrocnemius,0.04332891,c00079,True,,0.552256,,0.69220346,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t55,metab,phenylalanine,0.16569768,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
1w,,0.090174764,,skm-gn,,,,amino acids and peptides,0.105889186,,,gastrocnemius,-0.043862637,c00079,True,,0.552256,,0.67870456,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t55,metab,phenylalanine,0.16569768,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
2w,,0.090174764,,skm-gn,,,,amino acids and peptides,0.105889186,,,gastrocnemius,-0.058541384,c00079,True,,0.552256,,0.58036256,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t55,metab,phenylalanine,0.16569768,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
4w,,0.090174764,,skm-gn,,,,amino acids and peptides,0.105889186,,,gastrocnemius,-0.04893578,c00079,True,,0.552256,,0.6439799,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t55,metab,phenylalanine,0.16569768,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
8w,,0.090174764,,skm-gn,,,,amino acids and peptides,0.105889186,,,gastrocnemius,-0.023949448,c00079,True,,0.552256,,0.8210656,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t55,metab,phenylalanine,0.16569768,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
1w,,-0.08722158,,hippoc,,,,amino acids and peptides,0.087587364,,,hippocampus,-0.10744222,c00079,True,,0.37870157,,0.21994051,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg",,,organic acids,,,male,True,t52,metab,phenylalanine,0.07761558,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg",,phenylalanine,amino acids
2w,,-0.08722158,,hippoc,,,,amino acids and peptides,0.087587364,,,hippocampus,-0.1866595,c00079,True,,0.37870157,,0.033078957,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg",,,organic acids,,,male,True,t52,metab,phenylalanine,0.07761558,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg",,phenylalanine,amino acids
4w,,-0.08722158,,hippoc,,,,amino acids and peptides,0.087587364,,,hippocampus,-0.13216874,c00079,True,,0.37870157,,0.13130051,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg",,,organic acids,,,male,True,t52,metab,phenylalanine,0.07761558,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg",,phenylalanine,amino acids
8w,,-0.08722158,,hippoc,,,,amino acids and peptides,0.087587364,,,hippocampus,0.029044235,c00079,True,,0.37870157,,0.740189,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg",,,organic acids,,,male,True,t52,metab,phenylalanine,0.07761558,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg",,phenylalanine,amino acids
1w,,-0.08722158,,hippoc,,,,amino acids and peptides,0.088862136,,,hippocampus,-0.15070012,c00079,True,,0.37870157,,0.08990733,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg",,,organic acids,,,female,True,t52,metab,phenylalanine,0.07761558,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg",,phenylalanine,amino acids
2w,,-0.08722158,,hippoc,,,,amino acids and peptides,0.090498246,,,hippocampus,-0.051770095,c00079,True,,0.37870157,,0.5672838,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg",,,organic acids,,,female,True,t52,metab,phenylalanine,0.07761558,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg",,phenylalanine,amino acids
4w,,-0.08722158,,hippoc,,,,amino acids and peptides,0.09207943,,,hippocampus,-0.00832603,c00079,True,,0.37870157,,0.9279517,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg",,,organic acids,,,female,True,t52,metab,phenylalanine,0.07761558,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg",,phenylalanine,amino acids
8w,,-0.08722158,,hippoc,,,,amino acids and peptides,0.088862136,,,hippocampus,0.025648674,c00079,True,,0.37870157,,0.7728611,1.0,,metabolomics,False,,"metab-t-amines, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg",,,organic acids,,,female,True,t52,metab,phenylalanine,0.07761558,"mayo_metab-t-amines,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg",,phenylalanine,amino acids
1w,,-0.27255487,,hippoc,,,,short-chain acids,0.141781,,,hippocampus,0.18969096,c00186,True,,0.109520294,,0.18092406,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t52,metab,lactic acid,0.046199545,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,-0.27255487,,hippoc,,,,short-chain acids,0.141781,,,hippocampus,0.20894597,c00186,True,,0.109520294,,0.14055608,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t52,metab,lactic acid,0.046199545,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,-0.27255487,,hippoc,,,,short-chain acids,0.141781,,,hippocampus,0.1432381,c00186,True,,0.109520294,,0.31236255,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t52,metab,lactic acid,0.046199545,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,-0.27255487,,hippoc,,,,short-chain acids,0.141781,,,hippocampus,0.11154739,c00186,True,,0.109520294,,0.43142334,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t52,metab,lactic acid,0.046199545,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,-0.27255487,,hippoc,,,,short-chain acids,0.09247782,,,hippocampus,-0.21661188,c00186,True,,0.109520294,,0.019164708,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t52,metab,lactic acid,0.046199545,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
2w,,-0.27255487,,hippoc,,,,short-chain acids,0.09247782,,,hippocampus,-0.1892897,c00186,True,,0.109520294,,0.040671255,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t52,metab,lactic acid,0.046199545,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
4w,,-0.27255487,,hippoc,,,,short-chain acids,0.08851765,,,hippocampus,-0.06544578,c00186,True,,0.109520294,,0.45969278,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t52,metab,lactic acid,0.046199545,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
8w,,-0.27255487,,hippoc,,,,short-chain acids,0.08345524,,,hippocampus,0.0719286,c00186,True,,0.109520294,,0.38875228,1.0,,metabolomics,False,,"metab-t-tca, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,female,True,t52,metab,lactic acid,0.046199545,"mayo_metab-t-tca,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,lactic acid,short-chain acids
1w,,0.022274097,0.017377034,hypoth,phenylalanine,166.0854,,amino acids and peptides,0.09300256,,,hypothalamus,0.052153725,c00079,False,,0.19607198,6.69,0.5818641,1.0,0.56077737,metabolomics,False,,metab-u-hilicpos,,7.9752975,organic acids,,7.9231434,male,False,t54,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.022274097,0.017377034,hypoth,phenylalanine,166.0854,,amino acids and peptides,0.09300256,,,hypothalamus,0.10789382,c00079,False,,0.19607198,6.69,0.2611598,1.0,1.1601167,metabolomics,False,,metab-u-hilicpos,,8.031037,organic acids,,7.9231434,male,False,t54,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.022274097,0.017377034,hypoth,phenylalanine,166.0854,,amino acids and peptides,0.09300256,,,hypothalamus,0.16832584,c00079,False,,0.19607198,6.69,0.087041266,1.0,1.8099054,metabolomics,False,,metab-u-hilicpos,,8.09147,organic acids,,7.9231434,male,False,t54,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.022274097,0.017377034,hypoth,phenylalanine,166.0854,,amino acids and peptides,0.10398002,,,hypothalamus,-0.11112719,c00079,False,,0.19607198,6.69,0.29931387,1.0,-1.068736,metabolomics,False,,metab-u-hilicpos,,7.8120165,organic acids,,7.9231434,male,False,t54,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.022274097,0.017377034,hypoth,phenylalanine,166.0854,,amino acids and peptides,0.12314348,,,hypothalamus,0.16754952,c00079,False,,0.19607198,6.69,0.18802512,1.0,1.360604,metabolomics,False,,metab-u-hilicpos,,7.962129,organic acids,,7.7945795,female,False,t54,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.022274097,0.017377034,hypoth,phenylalanine,166.0854,,amino acids and peptides,0.12314348,,,hypothalamus,0.238922,c00079,False,,0.19607198,6.69,0.06586511,1.0,1.940192,metabolomics,False,,metab-u-hilicpos,,8.033502,organic acids,,7.7945795,female,False,t54,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.022274097,0.017377034,hypoth,phenylalanine,166.0854,,amino acids and peptides,0.13061339,,,hypothalamus,0.3007552,c00079,False,,0.19607198,6.69,0.031597055,1.0,2.3026369,metabolomics,False,,metab-u-hilicpos,,8.095335,organic acids,,7.7945795,female,False,t54,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.022274097,0.017377034,hypoth,phenylalanine,166.0854,,amino acids and peptides,0.12314348,,,hypothalamus,0.0540488,c00079,False,,0.19607198,6.69,0.66519773,1.0,0.43890914,metabolomics,False,,metab-u-hilicpos,,7.8486285,organic acids,,7.7945795,female,False,t54,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.018393926,0.01719936,cortex,phenylalanine,166.0855,,amino acids and peptides,0.104620725,,,cortex,0.021769699,c00079,False,,0.5361677,6.67,0.83714765,1.0,0.20808208,metabolomics,False,,metab-u-hilicpos,,8.53995,organic acids,,8.518181,male,False,t53,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.018393926,0.01719936,cortex,phenylalanine,166.0855,,amino acids and peptides,0.104620725,,,cortex,-0.027133085,c00079,False,,0.5361677,6.67,0.79786503,1.0,-0.25934714,metabolomics,False,,metab-u-hilicpos,,8.491048,organic acids,,8.518181,male,False,t53,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.018393926,0.01719936,cortex,phenylalanine,166.0855,,amino acids and peptides,0.104620725,,,cortex,-0.21796812,c00079,False,,0.5361677,6.67,0.04947872,1.0,-2.0834124,metabolomics,False,,metab-u-hilicpos,,8.300213,organic acids,,8.518181,male,False,t53,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.018393926,0.01719936,cortex,phenylalanine,166.0855,,amino acids and peptides,0.104620725,,,cortex,-0.028688123,c00079,False,,0.5361677,6.67,0.78657246,1.0,-0.27421072,metabolomics,False,,metab-u-hilicpos,,8.489493,organic acids,,8.518181,male,False,t53,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,0.018393926,0.01719936,cortex,phenylalanine,166.0855,,amino acids and peptides,0.09670848,,,cortex,0.09624744,c00079,False,,0.5361677,6.67,0.33046162,1.0,0.9952327,metabolomics,False,,metab-u-hilicpos,,8.488904,organic acids,,8.392656,female,False,t53,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
2w,,0.018393926,0.01719936,cortex,phenylalanine,166.0855,,amino acids and peptides,0.09670848,,,cortex,-0.017797552,c00079,False,,0.5361677,6.67,0.85567605,1.0,-0.184033,metabolomics,False,,metab-u-hilicpos,,8.374859,organic acids,,8.392656,female,False,t53,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
4w,,0.018393926,0.01719936,cortex,phenylalanine,166.0855,,amino acids and peptides,0.09670848,,,cortex,0.068577506,c00079,False,,0.5361677,6.67,0.48571226,1.0,0.70911574,metabolomics,False,,metab-u-hilicpos,,8.461234,organic acids,,8.392656,female,False,t53,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
8w,,0.018393926,0.01719936,cortex,phenylalanine,166.0855,,amino acids and peptides,0.09670848,,,cortex,-0.039357647,c00079,False,,0.5361677,6.67,0.68796724,1.0,-0.40697202,metabolomics,False,,metab-u-hilicpos,,8.353299,organic acids,,8.392656,female,False,t53,metab,phenylalanine,,broad_met,165.079,phenylalanine,amino acids
1w,,-0.24411392,,lung,,,,amino acids and peptides,0.056494918,,,lung,-0.016912106,c00079,True,,0.8296551,,0.7646682,1.0,,metabolomics,False,,"metab-t-amines, metab-u-lrppos, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t66,metab,phenylalanine,0.4521966,"mayo_metab-t-amines,gtech_metab-u-lrppos,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
2w,,-0.24411392,,lung,,,,amino acids and peptides,0.056494918,,,lung,-0.022899212,c00079,True,,0.8296551,,0.6852333,1.0,,metabolomics,False,,"metab-t-amines, metab-u-lrppos, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t66,metab,phenylalanine,0.4521966,"mayo_metab-t-amines,gtech_metab-u-lrppos,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
4w,,-0.24411392,,lung,,,,amino acids and peptides,0.056494918,,,lung,0.05363959,c00079,True,,0.8296551,,0.34238735,1.0,,metabolomics,False,,"metab-t-amines, metab-u-lrppos, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t66,metab,phenylalanine,0.4521966,"mayo_metab-t-amines,gtech_metab-u-lrppos,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
8w,,-0.24411392,,lung,,,,amino acids and peptides,0.05649247,,,lung,0.08348585,c00079,True,,0.8296551,,0.13945527,1.0,,metabolomics,False,,"metab-t-amines, metab-u-lrppos, metab-u-hilicpos, metab-u-rppos, metab-u-rpneg, metab-u-ionpneg",,,organic acids,,,male,True,t66,metab,phenylalanine,0.4521966,"mayo_metab-t-amines,gtech_metab-u-lrppos,broad_met_metab-u-hilicpos,umichigan_metab-u-rppos,umichigan_metab-u-rpneg,umichigan_metab-u-ionpneg",,phenylalanine,amino acids
